k,type,score,label
2,Kmeans,0.108629,1
2,Kmeans,0.643152,0
2,Kmeans,0.00337,1
2,Kmeans,0.476039,1
2,Kmeans,0.628154,0
2,Kmeans,0.632089,0
2,Kmeans,-0.019597,1
2,Kmeans,0.616226,0
2,Kmeans,0.386591,1
2,Kmeans,0.469388,0
2,Kmeans,0.637104,0
2,Kmeans,0.250876,0
2,Kmeans,0.379387,0
2,Kmeans,0.292518,0
2,Kmeans,0.63253,0
2,Kmeans,0.294528,1
2,Kmeans,0.436855,0
2,Kmeans,0.368567,1
2,Kmeans,0.625918,0
2,Kmeans,0.633831,0
2,Kmeans,0.593951,0
2,Kmeans,0.22518,1
2,Kmeans,0.313656,0
2,Kmeans,0.065071,0
2,Kmeans,0.602093,0
2,Kmeans,0.144261,1
2,Kmeans,-0.011298,1
2,Kmeans,0.055545,0
2,Kmeans,0.391758,1
2,Kmeans,0.175545,0
2,Kmeans,0.419064,0
2,Kmeans,-0.06947,1
2,Kmeans,0.491418,0
2,Kmeans,0.323526,1
2,Kmeans,0.625426,0
2,Kmeans,0.472469,0
2,Kmeans,0.082736,1
2,Kmeans,0.586022,0
2,Kmeans,0.642236,0
2,Kmeans,0.567362,0
2,Kmeans,0.416522,0
2,Kmeans,0.606037,0
2,Kmeans,0.345636,1
2,Kmeans,0.356987,1
2,Kmeans,0.432989,0
2,Kmeans,0.604562,0
2,Kmeans,0.644049,0
2,Kmeans,0.425999,0
2,Kmeans,-0.047325,1
2,Kmeans,0.643152,0
2,Kmeans,0.644049,0
2,Kmeans,0.633831,0
2,Kmeans,0.197931,1
2,Kmeans,0.614161,0
2,Kmeans,0.331116,1
2,Kmeans,0.6326,0
2,Kmeans,0.22345,1
2,Kmeans,0.311112,1
2,Kmeans,-0.040026,1
2,Kmeans,0.223928,0
2,Kmeans,0.369131,0
2,Kmeans,0.638269,0
2,Kmeans,0.20503,0
2,Kmeans,0.615465,0
2,Kmeans,0.298653,0
2,Kmeans,0.612423,0
2,Kmeans,0.462505,0
2,Kmeans,0.14733,1
2,Kmeans,0.528118,0
2,Kmeans,0.39309,1
2,Kmeans,0.572521,0
2,Kmeans,0.136926,1
2,Kmeans,0.226599,0
2,Kmeans,0.557503,0
2,Kmeans,0.16239,0
2,Kmeans,0.632376,0
2,Kmeans,0.068532,1
2,Kmeans,0.048657,1
2,Kmeans,0.243268,1
2,Kmeans,0.474483,0
2,Kmeans,0.567064,0
2,Kmeans,0.628548,0
2,Kmeans,0.397243,1
2,Kmeans,0.383775,1
2,Kmeans,0.458068,0
2,Kmeans,0.336434,1
2,Kmeans,0.361598,0
2,Kmeans,0.530251,0
2,Kmeans,0.241147,1
2,Kmeans,0.390116,0
2,Kmeans,0.3109,1
2,Kmeans,0.588816,0
2,Kmeans,0.576451,0
2,Kmeans,0.423774,1
2,Kmeans,0.601386,0
2,Kmeans,0.591303,0
2,Kmeans,0.3422,1
2,Kmeans,0.354638,1
2,Kmeans,0.574353,0
2,Kmeans,0.43462,0
2,Kmeans,0.46761,0
2,Kmeans,0.088437,1
2,Kmeans,0.583292,0
2,Kmeans,0.449059,0
2,Kmeans,0.308435,0
2,Kmeans,-0.053264,1
2,Kmeans,0.631834,0
2,Kmeans,0.145049,0
2,Kmeans,0.342735,1
2,Kmeans,0.601209,0
2,Kmeans,0.6326,0
2,Kmeans,0.400355,1
2,Kmeans,-0.085874,1
2,Kmeans,0.405505,0
2,Kmeans,0.643529,0
2,Kmeans,0.353754,0
2,Kmeans,0.411051,1
2,Kmeans,0.269229,1
2,Kmeans,0.340213,0
2,Kmeans,0.355089,1
2,Kmeans,0.632993,0
2,Kmeans,0.640294,0
2,Kmeans,0.615563,0
2,Kmeans,0.32361,1
2,Kmeans,0.055836,1
2,Kmeans,0.591303,0
2,Kmeans,0.601386,0
2,Kmeans,0.462503,0
2,Kmeans,0.643152,0
2,Kmeans,0.276908,1
2,Kmeans,0.468742,0
2,Kmeans,0.054879,1
2,Kmeans,0.605003,0
2,Kmeans,0.258535,0
2,Kmeans,0.348335,0
2,Kmeans,0.519164,0
2,Kmeans,0.356031,0
2,Kmeans,0.133346,1
2,Kmeans,-0.080655,1
2,Kmeans,0.619832,0
2,Kmeans,0.21799,0
2,Kmeans,0.570931,0
2,Kmeans,0.615563,0
2,Kmeans,0.397425,0
2,Kmeans,0.626706,0
2,Kmeans,0.35346,0
2,Kmeans,0.259402,0
2,Kmeans,0.025826,1
2,Kmeans,0.201874,0
2,Kmeans,0.628548,0
2,Kmeans,0.4699,0
2,Kmeans,0.585741,0
2,Kmeans,-0.050363,1
2,Kmeans,0.436855,0
2,Kmeans,0.342629,0
2,Kmeans,0.294898,1
2,Kmeans,0.639914,0
2,Kmeans,0.339846,0
2,Kmeans,0.385134,1
2,Kmeans,0.638437,0
2,Kmeans,0.350167,1
2,Kmeans,0.369214,1
2,Kmeans,0.077891,1
2,Kmeans,0.116372,0
2,Kmeans,0.421134,1
2,Kmeans,0.348221,1
2,Kmeans,0.257474,1
2,Kmeans,0.449059,0
2,Kmeans,0.288217,1
2,Kmeans,0.416676,0
2,Kmeans,0.536697,0
2,Kmeans,0.109265,1
2,Kmeans,0.204743,1
2,Kmeans,0.425612,0
2,Kmeans,0.176398,1
2,Kmeans,0.471245,1
2,Kmeans,0.48181,1
2,Kmeans,0.362145,1
2,Kmeans,0.265276,0
2,Kmeans,0.268821,0
2,Kmeans,0.245705,1
2,Kmeans,0.34357,0
2,Kmeans,0.646714,0
2,Kmeans,0.258535,0
2,Kmeans,0.570365,0
2,Kmeans,0.530065,0
2,Kmeans,0.143646,0
2,Kmeans,0.193892,0
2,Kmeans,0.246227,1
2,Kmeans,0.639972,0
2,Kmeans,0.229438,1
2,Kmeans,0.38115,0
2,Kmeans,0.462505,0
2,Kmeans,0.406449,1
2,Kmeans,0.605004,0
2,Kmeans,0.504756,0
2,Kmeans,0.630607,0
2,Kmeans,0.644971,0
2,Kmeans,0.16183,0
2,Kmeans,0.459755,0
2,Kmeans,0.377374,1
2,Kmeans,0.220494,0
2,Kmeans,0.238216,1
2,Kmeans,0.410252,0
2,Kmeans,0.192614,1
2,Kmeans,0.468926,1
2,Kmeans,0.350167,1
2,Kmeans,0.424022,1
2,Kmeans,0.391758,1
2,Kmeans,0.476916,0
2,Kmeans,0.429686,0
2,Kmeans,0.250496,0
2,Kmeans,0.25786,1
2,Kmeans,0.48776,0
2,Kmeans,0.496679,0
2,Kmeans,0.591303,0
2,Kmeans,0.615563,0
2,Kmeans,0.422673,0
2,Kmeans,0.58866,0
2,Kmeans,0.120015,1
2,Kmeans,0.303833,1
2,Kmeans,0.286736,1
2,Kmeans,0.626133,0
2,Kmeans,0.439275,1
2,Kmeans,0.545838,0
2,Kmeans,0.319136,0
2,Kmeans,0.189572,0
2,Kmeans,0.361598,0
2,Kmeans,0.315343,1
2,Kmeans,0.216554,0
2,Kmeans,0.293639,1
2,Kmeans,0.424825,0
2,Kmeans,0.419345,0
2,Kmeans,0.447054,1
2,Kmeans,0.643529,0
2,Kmeans,0.097047,1
2,Kmeans,0.410252,0
2,Kmeans,0.606037,0
2,Kmeans,0.484379,1
2,Kmeans,0.634806,0
2,Kmeans,0.317354,0
2,Kmeans,0.643529,0
2,Kmeans,0.385134,1
2,Kmeans,0.477854,1
2,Kmeans,0.591473,0
2,Kmeans,0.503245,0
2,Kmeans,0.355501,1
2,Kmeans,0.466891,1
2,Kmeans,0.331116,1
2,Kmeans,0.376958,1
2,Kmeans,0.361459,1
2,Kmeans,0.208297,0
2,Kmeans,0.462336,0
2,Kmeans,0.385005,0
2,Kmeans,0.465481,0
2,Kmeans,0.628154,0
2,Kmeans,0.136618,0
2,Kmeans,0.475189,1
2,Kmeans,0.635578,0
2,Kmeans,0.136344,1
2,Kmeans,0.37988,1
2,Kmeans,0.390947,0
2,Kmeans,0.51041,0
2,Kmeans,0.291356,1
2,Kmeans,0.645217,0
2,Kmeans,0.424825,0
2,Kmeans,0.616795,0
2,Kmeans,0.642236,0
2,Kmeans,0.21715,1
2,Kmeans,0.298911,0
2,Kmeans,0.635578,0
2,Kmeans,0.398669,0
2,Kmeans,0.528432,0
2,Kmeans,0.473235,0
2,Kmeans,0.223531,1
2,Kmeans,0.27922,0
2,Kmeans,0.339624,1
2,Kmeans,0.415009,0
2,Kmeans,0.385995,1
2,Kmeans,0.436638,0
2,Kmeans,0.393021,1
2,Kmeans,0.470518,0
2,Kmeans,0.011511,1
2,Kmeans,0.103954,0
2,Kmeans,0.281816,1
2,Kmeans,0.141717,0
2,Kmeans,0.236372,1
2,Kmeans,-0.015348,1
2,Kmeans,-0.090557,1
2,Kmeans,0.573222,0
2,Kmeans,0.043135,0
2,Kmeans,0.255604,1
2,Kmeans,0.38115,0
2,Kmeans,0.4687,0
2,Kmeans,0.61606,0
2,Kmeans,0.368145,0
2,Kmeans,0.614161,0
2,Kmeans,0.636065,0
2,Kmeans,0.417767,0
2,Kmeans,0.330092,1
2,Kmeans,0.071014,1
2,Kmeans,0.620326,0
2,Kmeans,0.477029,1
2,Kmeans,0.630607,0
2,Kmeans,0.506837,0
2,Kmeans,0.450868,1
2,Kmeans,0.472403,0
2,Kmeans,0.51801,0
2,Kmeans,0.16239,0
2,Kmeans,0.075038,0
2,Kmeans,0.634029,0
2,Kmeans,0.627977,0
2,Kmeans,0.222125,0
2,Kmeans,0.482249,1
2,Kmeans,0.392619,0
2,Kmeans,0.621819,0
2,Kmeans,0.382072,1
2,Kmeans,0.583292,0
2,Kmeans,0.629099,0
2,Kmeans,0.472273,1
2,Kmeans,0.511075,0
2,Kmeans,0.236166,1
2,Kmeans,0.357835,1
2,Kmeans,0.631298,0
2,Kmeans,0.501341,0
2,Kmeans,0.373522,1
2,Kmeans,0.63384,0
2,Kmeans,0.398194,1
2,Kmeans,0.317864,1
2,Kmeans,0.229705,0
2,Kmeans,0.577726,0
2,Kmeans,0.640361,0
2,Kmeans,0.630607,0
2,Kmeans,0.646714,0
2,Kmeans,0.547154,0
2,Kmeans,0.462962,0
2,Kmeans,0.501314,0
2,Kmeans,0.617073,0
2,Kmeans,0.071877,0
2,Kmeans,0.623864,0
2,Kmeans,0.64544,0
2,Kmeans,0.01493,1
2,Kmeans,0.521119,0
2,Kmeans,0.054844,0
2,Kmeans,0.29533,0
2,Kmeans,0.475686,0
2,Kmeans,0.634806,0
2,Kmeans,0.59253,0
2,Kmeans,0.599073,0
2,Kmeans,0.458901,0
2,Kmeans,0.628154,0
2,Kmeans,0.397041,0
2,Kmeans,0.646714,0
2,Kmeans,0.644049,0
2,Kmeans,0.409956,0
2,Kmeans,0.058578,1
2,Kmeans,0.28536,0
2,Kmeans,0.606813,0
2,Kmeans,0.351837,1
2,Kmeans,-0.040747,1
2,Kmeans,0.412115,0
2,Kmeans,0.326531,0
2,Kmeans,0.593951,0
2,Kmeans,0.408659,0
2,Kmeans,0.476983,0
2,Kmeans,0.645889,0
2,Kmeans,0.346636,1
2,Kmeans,0.337047,1
2,Kmeans,0.468946,1
2,Kmeans,0.323258,1
2,Kmeans,0.539775,0
2,Kmeans,0.125775,0
2,Kmeans,0.338155,1
2,Kmeans,0.235489,0
2,Kmeans,0.1756,1
2,Kmeans,0.59271,0
2,Kmeans,0.296017,0
2,Kmeans,0.125399,1
2,Kmeans,0.610963,0
2,Kmeans,0.369749,0
2,Kmeans,0.479825,1
2,Kmeans,0.462505,0
2,Kmeans,0.450235,0
2,Kmeans,0.277297,1
2,Kmeans,0.437215,0
2,Kmeans,0.442799,0
2,Kmeans,0.15921,0
2,Kmeans,0.499217,0
2,Kmeans,0.247414,1
2,Kmeans,0.391318,1
2,Kmeans,0.108626,0
2,Kmeans,0.580889,0
2,Kmeans,0.12043,0
2,Kmeans,0.255613,1
2,Kmeans,0.407477,1
2,Kmeans,0.609962,0
2,Kmeans,0.593442,0
2,Kmeans,0.25971,1
2,Kmeans,0.599073,0
2,Kmeans,0.30167,0
2,Kmeans,0.448542,0
2,Kmeans,0.39606,1
2,Kmeans,0.608661,0
2,Kmeans,0.436638,0
2,Kmeans,0.244169,0
2,Kmeans,0.644971,0
2,Kmeans,0.406314,1
2,Kmeans,0.178358,0
2,Kmeans,0.622773,0
2,Kmeans,0.400817,1
2,Kmeans,0.078076,0
2,Kmeans,0.517941,0
2,Kmeans,0.621819,0
2,Kmeans,0.280499,0
2,Kmeans,0.594689,0
2,Kmeans,0.310708,0
2,Kmeans,0.047353,0
2,Kmeans,0.568429,0
2,Kmeans,0.384943,1
2,Kmeans,0.314792,0
2,Kmeans,0.632505,0
2,Kmeans,0.377654,0
2,Kmeans,0.461258,0
2,Kmeans,0.065109,1
2,Kmeans,0.641365,0
2,Kmeans,0.617742,0
2,Kmeans,0.467018,0
2,Kmeans,0.636065,0
2,Kmeans,0.441542,0
2,Kmeans,0.15885,1
2,Kmeans,0.5906,0
2,Kmeans,0.427961,0
2,Kmeans,0.078631,1
2,Kmeans,0.426679,0
2,Kmeans,0.37853,1
2,Kmeans,0.419797,0
2,Kmeans,0.642236,0
2,Kmeans,0.240664,1
2,Kmeans,0.44533,1
2,Kmeans,0.487444,0
2,Kmeans,0.356031,0
2,Kmeans,0.614495,0
2,Kmeans,0.365175,0
2,Kmeans,0.462336,0
2,Kmeans,0.622038,0
2,Kmeans,0.631834,0
2,Kmeans,0.517941,0
2,Kmeans,0.366104,1
2,Kmeans,0.480762,1
2,Kmeans,0.521721,0
2,Kmeans,0.629099,0
2,Kmeans,0.558371,0
2,Kmeans,0.025581,1
2,Kmeans,0.393273,0
2,Kmeans,0.2574,0
2,Kmeans,0.488683,0
2,Kmeans,0.214862,0
2,Kmeans,0.431014,1
2,Kmeans,0.004427,1
2,Kmeans,0.579577,0
2,Kmeans,0.368212,0
2,Kmeans,0.41076,1
2,Kmeans,0.268821,0
2,Kmeans,0.458567,1
2,Kmeans,0.422438,1
2,Kmeans,0.15761,1
2,Kmeans,0.43462,0
2,Kmeans,0.172529,0
2,Kmeans,0.244602,1
2,Kmeans,0.54456,0
2,Kmeans,0.627977,0
2,Kmeans,0.343684,0
2,Kmeans,0.504756,0
2,Kmeans,0.390478,0
2,Kmeans,0.108629,1
2,Kmeans,0.186938,1
2,Kmeans,0.643529,0
2,Kmeans,0.409956,0
2,Kmeans,0.645889,0
2,Kmeans,0.285728,0
2,Kmeans,0.060443,0
2,Kmeans,0.322063,1
2,Kmeans,0.474523,0
2,Kmeans,0.212735,1
2,Kmeans,0.646714,0
2,Kmeans,0.393214,0
2,Kmeans,0.601457,0
2,Kmeans,0.240649,0
2,Kmeans,0.551225,0
2,Kmeans,0.622611,0
2,Kmeans,0.34357,0
2,Kmeans,0.646714,0
2,Kmeans,0.635578,0
2,Kmeans,0.208296,1
2,Kmeans,0.26904,1
2,Kmeans,0.465031,0
2,Kmeans,0.155031,0
2,Kmeans,0.22518,1
2,Kmeans,0.622773,0
2,Kmeans,0.360988,1
2,Kmeans,0.645962,0
2,Kmeans,0.562855,0
2,Kmeans,0.4687,0
2,Kmeans,0.289153,0
2,Kmeans,0.467018,0
2,Kmeans,0.474805,1
2,Kmeans,0.473187,1
2,Kmeans,0.252732,0
2,Kmeans,0.313163,0
2,Kmeans,0.22968,0
2,Kmeans,0.587285,0
2,Kmeans,0.265074,0
2,Kmeans,0.517645,0
2,Kmeans,0.374611,1
2,Kmeans,0.601386,0
2,Kmeans,0.583292,0
2,Kmeans,0.130872,1
2,Kmeans,-0.077063,1
2,Kmeans,0.366265,0
2,Kmeans,0.20503,0
2,Kmeans,0.645962,0
2,Kmeans,0.462336,0
2,Kmeans,0.640361,0
2,Kmeans,0.436065,0
2,Kmeans,-0.047325,1
2,Kmeans,0.404992,1
2,Kmeans,0.558546,0
2,Kmeans,0.64104,0
2,Kmeans,0.323026,0
2,Kmeans,0.430507,1
2,Kmeans,0.162288,1
2,Kmeans,0.593892,0
2,Kmeans,0.325108,0
2,Kmeans,0.381466,1
2,Kmeans,0.626564,0
2,Kmeans,0.128994,1
2,Kmeans,0.231051,0
2,Kmeans,0.281026,0
2,Kmeans,0.596859,0
2,Kmeans,0.620326,0
2,Kmeans,0.599073,0
2,Kmeans,0.323026,0
2,Kmeans,0.501341,0
2,Kmeans,0.642236,0
2,Kmeans,0.238514,1
2,Kmeans,0.065109,1
2,Kmeans,0.155031,0
2,Kmeans,0.186938,1
2,Kmeans,0.389534,0
2,Kmeans,0.634029,0
2,Kmeans,0.474483,0
2,Kmeans,0.400817,1
2,Kmeans,0.522351,0
2,Kmeans,0.315526,1
2,Kmeans,0.501869,0
2,Kmeans,0.020318,1
2,Kmeans,0.46761,0
2,Kmeans,0.014804,1
2,Kmeans,-0.053264,1
2,Kmeans,0.236166,1
2,Kmeans,0.626564,0
2,Kmeans,0.251995,0
2,Kmeans,0.47557,0
2,Kmeans,0.355043,0
2,Kmeans,0.294993,1
2,Kmeans,0.469388,0
2,Kmeans,-0.014705,1
2,Kmeans,0.363121,1
2,Kmeans,0.644031,0
2,Kmeans,0.42982,1
2,Kmeans,0.592372,0
2,Kmeans,0.345803,0
2,Kmeans,0.632785,0
2,Kmeans,0.626199,0
2,Kmeans,0.475403,1
2,Kmeans,0.615465,0
2,Kmeans,0.247414,1
2,Kmeans,0.622611,0
2,Kmeans,-0.011145,1
2,Kmeans,0.261077,1
2,Kmeans,0.406945,1
2,Kmeans,0.217207,0
2,Kmeans,0.478906,1
2,Kmeans,0.230098,1
2,Kmeans,0.386705,0
2,Kmeans,-0.093767,1
2,Kmeans,0.423443,1
2,Kmeans,0.593951,0
2,Kmeans,0.632993,0
2,Kmeans,0.378984,0
2,Kmeans,0.469388,0
2,Kmeans,0.407057,1
2,Kmeans,0.620518,0
2,Kmeans,0.587285,0
2,Kmeans,0.488517,1
2,Kmeans,0.353159,0
2,Kmeans,0.614161,0
2,Kmeans,0.191193,0
2,Kmeans,0.345688,0
2,Kmeans,0.339753,1
2,Kmeans,0.275128,1
2,Kmeans,0.591303,0
2,Kmeans,0.454719,1
2,Kmeans,0.405222,1
2,Kmeans,0.541783,0
2,Kmeans,0.644049,0
2,Kmeans,0.285323,1
2,Kmeans,0.4689,1
2,Kmeans,-0.019597,1
2,Kmeans,0.422955,0
2,Kmeans,0.167912,1
2,Kmeans,0.483483,1
2,Kmeans,0.183704,0
2,Kmeans,0.632376,0
2,Kmeans,-0.052358,1
2,Kmeans,0.288727,0
2,Kmeans,0.141871,1
2,Kmeans,0.542678,0
2,Kmeans,0.637104,0
2,Kmeans,-0.046476,1
2,Kmeans,0.18922,1
2,Kmeans,0.63635,0
2,Kmeans,0.428039,0
2,Kmeans,0.371151,0
2,Kmeans,0.422511,1
2,Kmeans,-0.041209,1
2,Kmeans,0.414517,1
2,Kmeans,0.591705,0
2,Kmeans,0.411648,1
2,Kmeans,0.356987,1
2,Kmeans,0.430781,0
2,Kmeans,0.470518,0
2,Kmeans,0.246692,0
2,Kmeans,0.182884,1
2,Kmeans,0.645217,0
2,Kmeans,0.136344,1
2,Kmeans,0.470187,0
2,Kmeans,0.483652,1
2,Kmeans,0.408864,1
2,GMM,0.457691,0
2,GMM,0.661819,0
2,GMM,0.655204,0
2,GMM,0.09025,1
2,GMM,0.078267,1
2,GMM,0.670007,0
2,GMM,0.328002,1
2,GMM,0.655598,0
2,GMM,0.486825,0
2,GMM,0.492939,0
2,GMM,0.071668,1
2,GMM,0.563423,0
2,GMM,0.00944,0
2,GMM,0.620061,0
2,GMM,-0.165104,1
2,GMM,-0.236211,1
2,GMM,0.290003,1
2,GMM,0.463443,0
2,GMM,0.338918,1
2,GMM,-0.186685,1
2,GMM,0.122141,1
2,GMM,-0.331367,1
2,GMM,-0.361416,1
2,GMM,-0.274171,1
2,GMM,0.14784,1
2,GMM,0.33466,0
2,GMM,0.560633,0
2,GMM,0.676691,0
2,GMM,0.170864,1
2,GMM,0.078267,1
2,GMM,0.651969,0
2,GMM,0.145827,1
2,GMM,0.552869,0
2,GMM,0.557894,0
2,GMM,0.253767,1
2,GMM,0.539071,0
2,GMM,-0.137495,1
2,GMM,0.575665,0
2,GMM,0.637718,0
2,GMM,0.337005,1
2,GMM,0.410907,0
2,GMM,0.395083,0
2,GMM,0.555562,0
2,GMM,0.541487,0
2,GMM,-0.017645,1
2,GMM,0.284032,1
2,GMM,0.647961,0
2,GMM,0.138981,1
2,GMM,0.341283,1
2,GMM,0.546557,0
2,GMM,-0.126251,1
2,GMM,-0.266805,1
2,GMM,0.668646,0
2,GMM,0.308807,0
2,GMM,0.109835,0
2,GMM,0.628506,0
2,GMM,0.489143,0
2,GMM,-0.119592,1
2,GMM,0.525168,0
2,GMM,-0.01204,1
2,GMM,0.675917,0
2,GMM,0.664199,0
2,GMM,0.281669,1
2,GMM,0.316623,1
2,GMM,0.380638,0
2,GMM,0.305797,0
2,GMM,0.548819,0
2,GMM,0.575665,0
2,GMM,-0.220021,1
2,GMM,0.551109,0
2,GMM,0.472715,0
2,GMM,0.175594,1
2,GMM,0.503631,0
2,GMM,-0.363422,1
2,GMM,0.251523,1
2,GMM,0.412492,0
2,GMM,0.676691,0
2,GMM,0.638044,0
2,GMM,0.192555,1
2,GMM,0.127548,1
2,GMM,0.250327,0
2,GMM,0.67344,0
2,GMM,0.091917,1
2,GMM,0.609245,0
2,GMM,0.127358,1
2,GMM,0.281115,0
2,GMM,0.302185,1
2,GMM,0.12495,1
2,GMM,0.658924,0
2,GMM,0.396019,0
2,GMM,0.280551,1
2,GMM,0.647425,0
2,GMM,0.145412,1
2,GMM,0.54641,0
2,GMM,-0.335356,1
2,GMM,0.290462,0
2,GMM,0.627901,0
2,GMM,0.647961,0
2,GMM,-0.02792,1
2,GMM,-0.375379,1
2,GMM,0.649404,0
2,GMM,0.144243,1
2,GMM,0.139116,1
2,GMM,0.533189,0
2,GMM,0.428158,0
2,GMM,-0.258502,1
2,GMM,0.554348,0
2,GMM,-0.29198,1
2,GMM,0.674318,0
2,GMM,0.33884,1
2,GMM,-0.098636,1
2,GMM,0.076085,1
2,GMM,0.32076,1
2,GMM,0.438036,0
2,GMM,0.647425,0
2,GMM,0.197948,1
2,GMM,0.196416,1
2,GMM,0.519832,0
2,GMM,0.639956,0
2,GMM,0.335977,1
2,GMM,0.200376,1
2,GMM,0.504299,0
2,GMM,0.548143,0
2,GMM,0.482602,0
2,GMM,0.498952,0
2,GMM,0.563656,0
2,GMM,0.075821,1
2,GMM,0.292405,1
2,GMM,0.437256,0
2,GMM,-0.270168,1
2,GMM,0.669172,0
2,GMM,0.647425,0
2,GMM,-0.363117,1
2,GMM,0.132353,1
2,GMM,0.287288,1
2,GMM,0.679032,0
2,GMM,0.626967,0
2,GMM,0.323809,1
2,GMM,0.595269,0
2,GMM,-0.090869,1
2,GMM,0.472715,0
2,GMM,0.655832,0
2,GMM,0.560004,0
2,GMM,-0.013783,1
2,GMM,-0.015836,1
2,GMM,0.675775,0
2,GMM,0.064321,1
2,GMM,0.338392,1
2,GMM,0.6446,0
2,GMM,0.65686,0
2,GMM,0.085554,1
2,GMM,0.641937,0
2,GMM,0.230519,1
2,GMM,0.550455,0
2,GMM,0.673583,0
2,GMM,-0.135969,1
2,GMM,0.476047,0
2,GMM,-0.206335,1
2,GMM,0.652333,0
2,GMM,0.095057,1
2,GMM,0.527825,0
2,GMM,0.211181,1
2,GMM,0.638044,0
2,GMM,0.660965,0
2,GMM,0.627901,0
2,GMM,0.108043,1
2,GMM,0.378179,0
2,GMM,0.038083,1
