k,type,score,label
2,Kmeans,0.159373,0
2,Kmeans,0.063726,1
2,Kmeans,0.035038,1
2,Kmeans,0.074639,0
2,Kmeans,0.159578,0
2,Kmeans,0.136903,1
2,Kmeans,0.022683,1
2,Kmeans,0.082663,0
2,Kmeans,0.040164,0
2,Kmeans,0.06076,1
2,Kmeans,0.043943,1
2,Kmeans,0.013171,1
2,Kmeans,0.181566,1
2,Kmeans,0.097179,0
2,Kmeans,0.238441,0
2,Kmeans,0.136003,0
2,Kmeans,0.104882,0
2,Kmeans,0.11449,1
2,Kmeans,0.172701,0
2,Kmeans,0.129173,0
2,Kmeans,0.216027,0
2,Kmeans,0.097249,0
2,Kmeans,0.035061,0
2,Kmeans,0.02523,0
2,Kmeans,0.098252,1
2,Kmeans,0.190815,0
2,Kmeans,0.095937,1
2,Kmeans,0.089917,0
2,Kmeans,0.241737,0
2,Kmeans,0.074853,1
2,Kmeans,0.135767,0
2,Kmeans,0.102415,0
2,Kmeans,0.154083,1
2,Kmeans,0.097113,1
2,Kmeans,0.147563,0
2,Kmeans,0.135284,0
2,Kmeans,0.139888,1
2,Kmeans,0.085553,1
2,Kmeans,0.121025,1
2,Kmeans,0.084482,0
2,Kmeans,0.091667,0
2,Kmeans,0.023755,1
2,Kmeans,0.174098,0
2,Kmeans,0.022736,0
2,Kmeans,0.087426,0
2,Kmeans,0.048734,0
2,Kmeans,0.110169,0
2,Kmeans,0.065065,1
2,Kmeans,0.15409,1
2,Kmeans,0.251349,0
2,Kmeans,0.241761,0
2,Kmeans,0.136664,1
2,Kmeans,0.174178,0
2,Kmeans,0.22046,0
2,Kmeans,0.105757,1
2,Kmeans,0.048868,1
2,Kmeans,0.129934,1
2,Kmeans,0.186557,0
2,Kmeans,0.196902,0
2,Kmeans,0.098549,1
2,Kmeans,0.159412,0
2,Kmeans,0.160604,0
2,Kmeans,0.069747,0
2,Kmeans,0.101626,0
2,Kmeans,0.104638,1
2,Kmeans,0.234638,0
2,Kmeans,0.198876,0
2,Kmeans,0.100296,1
2,Kmeans,0.161702,1
2,Kmeans,0.02595,1
2,Kmeans,0.129366,1
2,Kmeans,0.02445,0
2,Kmeans,0.132057,1
2,Kmeans,0.068306,0
2,Kmeans,0.151876,1
2,Kmeans,0.109499,0
2,Kmeans,0.130929,0
2,Kmeans,0.097363,1
2,Kmeans,0.092826,0
2,Kmeans,0.157695,0
2,Kmeans,0.131932,1
2,Kmeans,0.118636,1
2,Kmeans,0.113965,0
2,Kmeans,0.225608,0
2,Kmeans,0.132883,0
2,Kmeans,0.101967,0
2,Kmeans,0.170481,0
2,Kmeans,0.150991,0
2,Kmeans,0.069082,1
2,Kmeans,0.0157,0
2,Kmeans,0.208596,0
2,Kmeans,0.232214,1
2,Kmeans,0.093544,0
2,Kmeans,0.023021,0
2,Kmeans,0.083552,1
2,Kmeans,0.134104,1
2,Kmeans,0.063726,1
2,Kmeans,0.11203,0
2,Kmeans,0.105807,0
2,Kmeans,0.1147,0
2,Kmeans,0.006926,1
2,Kmeans,0.176162,0
2,Kmeans,0.056984,0
2,Kmeans,0.099157,0
2,Kmeans,0.037051,0
2,Kmeans,0.160129,1
2,Kmeans,0.058166,1
2,Kmeans,0.137138,0
2,Kmeans,0.037445,0
2,Kmeans,0.126999,0
2,Kmeans,0.011579,1
2,Kmeans,0.053209,1
2,Kmeans,0.082671,0
2,Kmeans,0.011211,1
2,Kmeans,0.089712,0
2,Kmeans,0.115653,1
2,Kmeans,0.180995,1
2,Kmeans,0.03208,0
2,Kmeans,0.155338,0
2,Kmeans,0.202396,0
2,Kmeans,0.100226,1
2,Kmeans,0.062592,0
2,Kmeans,0.26378,0
2,Kmeans,0.169899,0
2,Kmeans,0.139487,0
2,Kmeans,0.074967,0
2,Kmeans,0.09225,1
2,Kmeans,0.114009,0
2,Kmeans,0.021133,1
2,Kmeans,0.012536,1
2,Kmeans,0.059647,0
2,Kmeans,0.129974,0
2,Kmeans,0.181094,0
2,Kmeans,0.0345,0
2,Kmeans,0.210705,0
2,Kmeans,0.163356,0
2,Kmeans,0.154604,0
2,Kmeans,0.01977,1
2,Kmeans,0.081741,1
2,Kmeans,0.18975,1
2,Kmeans,0.121901,0
2,Kmeans,0.207022,0
2,Kmeans,-0.04085,1
2,Kmeans,0.193685,0
2,Kmeans,-0.00146,1
2,Kmeans,0.129746,1
2,Kmeans,0.196366,0
2,Kmeans,0.033776,1
2,Kmeans,0.160321,1
2,Kmeans,0.160912,0
2,Kmeans,0.200544,0
2,Kmeans,0.192407,0
2,Kmeans,0.102048,0
2,Kmeans,-0.0008,1
2,Kmeans,0.201301,0
2,Kmeans,0.137236,0
2,Kmeans,0.133421,0
2,Kmeans,0.133798,1
2,Kmeans,0.033776,1
2,Kmeans,0.081143,1
2,Kmeans,0.026957,0
2,Kmeans,0.119499,1
2,Kmeans,0.079266,0
2,Kmeans,0.143905,1
2,Kmeans,0.158636,0
2,Kmeans,0.050646,0
2,Kmeans,-0.018498,1
2,Kmeans,0.192539,0
2,Kmeans,0.054879,1
2,Kmeans,0.200656,0
2,Kmeans,0.044115,1
2,Kmeans,0.136107,1
2,Kmeans,0.105689,0
2,Kmeans,0.089958,0
2,Kmeans,0.04698,0
2,Kmeans,0.120474,0
2,Kmeans,0.171929,0
2,Kmeans,0.165378,0
2,Kmeans,0.077775,1
2,Kmeans,0.015257,0
2,Kmeans,0.023159,0
2,Kmeans,0.078789,1
2,Kmeans,0.119417,1
2,Kmeans,0.166115,0
2,Kmeans,0.22046,0
2,Kmeans,0.186557,0
2,Kmeans,0.060513,0
2,Kmeans,0.14144,1
2,Kmeans,0.219522,0
2,Kmeans,0.119893,1
2,Kmeans,0.229249,0
2,Kmeans,0.046628,0
2,Kmeans,0.09707,0
2,Kmeans,0.175631,0
2,Kmeans,0.137827,1
2,Kmeans,0.109072,0
2,Kmeans,0.11449,1
2,Kmeans,0.128559,0
2,Kmeans,0.173752,0
2,Kmeans,-0.001108,1
2,Kmeans,0.147276,1
2,Kmeans,0.065144,0
2,Kmeans,0.103742,0
2,Kmeans,0.142586,1
2,Kmeans,0.044115,1
2,Kmeans,0.143132,0
2,Kmeans,0.126928,0
2,Kmeans,0.109637,1
2,Kmeans,0.184991,1
2,Kmeans,0.038105,1
2,Kmeans,0.174268,0
2,Kmeans,0.180399,0
2,Kmeans,0.127245,0
2,Kmeans,0.247609,0
2,Kmeans,0.083621,1
2,Kmeans,0.033838,1
2,Kmeans,0.11837,0
2,Kmeans,0.14079,0
2,Kmeans,0.198676,0
2,Kmeans,0.200876,0
2,Kmeans,0.126617,1
2,Kmeans,0.080467,0
2,Kmeans,0.25413,0
2,Kmeans,0.063345,0
2,Kmeans,0.139403,0
2,Kmeans,0.063555,0
2,Kmeans,0.05289,1
2,Kmeans,0.091075,0
2,Kmeans,0.033276,0
2,Kmeans,0.118381,0
2,Kmeans,0.203036,0
2,Kmeans,0.098001,0
2,Kmeans,0.181077,1
2,Kmeans,0.160797,0
2,Kmeans,0.064327,0
2,Kmeans,0.18306,0
2,Kmeans,0.125058,0
2,Kmeans,0.069403,1
2,Kmeans,0.141042,1
2,Kmeans,0.005192,1
2,Kmeans,0.113577,1
2,Kmeans,0.031606,1
2,Kmeans,0.186657,0
2,Kmeans,0.042985,0
2,Kmeans,0.047649,0
2,Kmeans,0.207486,0
2,Kmeans,0.08287,0
2,Kmeans,0.226678,0
2,Kmeans,0.000623,1
2,Kmeans,0.088965,0
2,Kmeans,0.127062,1
2,Kmeans,0.232903,0
2,Kmeans,0.048878,0
2,Kmeans,0.047711,1
2,Kmeans,0.181136,1
2,Kmeans,0.067813,0
2,Kmeans,0.122542,1
2,Kmeans,0.072115,0
2,Kmeans,0.105673,1
2,Kmeans,0.049878,1
2,Kmeans,0.04465,1
2,Kmeans,0.079093,1
2,Kmeans,0.082428,1
2,Kmeans,0.189233,0
2,Kmeans,0.151137,0
2,Kmeans,0.094951,0
2,Kmeans,0.151428,0
2,Kmeans,0.217237,0
2,Kmeans,-0.033043,1
2,Kmeans,0.079137,0
2,Kmeans,0.095604,1
2,Kmeans,0.182976,0
2,Kmeans,0.068831,0
2,Kmeans,0.078463,0
2,Kmeans,0.134906,0
2,Kmeans,0.148145,1
2,Kmeans,0.10385,1
2,Kmeans,0.057018,0
2,Kmeans,0.273624,0
2,Kmeans,0.148201,1
2,Kmeans,0.052357,0
2,Kmeans,0.135861,1
2,Kmeans,0.078412,0
2,Kmeans,0.157812,1
2,Kmeans,0.168636,0
2,Kmeans,0.180054,0
2,Kmeans,0.056233,0
2,Kmeans,0.122042,0
2,Kmeans,0.126151,1
2,Kmeans,0.043026,0
2,Kmeans,-0.032422,1
2,Kmeans,0.043025,1
2,Kmeans,0.179068,0
2,Kmeans,0.147563,0
2,Kmeans,0.037174,0
2,Kmeans,0.152258,1
2,Kmeans,0.119898,0
2,Kmeans,0.051712,1
2,Kmeans,0.223689,0
2,Kmeans,0.119278,1
2,Kmeans,0.136419,0
2,Kmeans,0.139873,0
2,Kmeans,0.112454,0
2,Kmeans,0.161005,0
2,Kmeans,0.097733,1
2,Kmeans,0.153971,0
2,Kmeans,0.14753,0
2,Kmeans,0.046656,1
2,Kmeans,0.02319,0
2,Kmeans,0.144751,0
2,Kmeans,0.182744,0
2,Kmeans,0.208536,0
2,Kmeans,0.095612,0
2,Kmeans,0.051207,0
2,Kmeans,0.171011,0
2,Kmeans,0.069647,1
2,Kmeans,0.150444,0
2,Kmeans,0.03391,1
2,Kmeans,0.169847,0
2,Kmeans,0.128407,0
2,Kmeans,0.123071,0
2,Kmeans,0.152411,0
2,Kmeans,0.08664,1
2,Kmeans,0.164725,0
2,Kmeans,0.112089,1
2,Kmeans,0.14527,0
2,Kmeans,0.104871,1
2,Kmeans,0.013522,1
2,Kmeans,0.171776,0
2,Kmeans,0.124126,0
2,Kmeans,0.186454,0
2,Kmeans,0.049925,0
2,Kmeans,0.005659,1
2,Kmeans,0.043394,1
2,Kmeans,0.17278,0
2,Kmeans,-0.001575,1
2,Kmeans,0.170664,0
2,Kmeans,0.20042,0
2,Kmeans,0.238441,0
2,Kmeans,0.195213,0
2,Kmeans,0.053056,0
2,Kmeans,0.118872,0
2,Kmeans,0.093795,0
2,Kmeans,0.231729,0
2,Kmeans,0.060664,1
2,Kmeans,0.124105,0
2,Kmeans,0.133662,1
2,Kmeans,0.079355,1
2,Kmeans,-0.000585,1
2,Kmeans,0.105543,0
2,Kmeans,0.168645,0
2,Kmeans,0.046826,1
2,Kmeans,0.046757,1
2,Kmeans,0.101546,1
2,Kmeans,0.137687,0
2,Kmeans,0.191432,0
2,Kmeans,0.204736,0
2,Kmeans,0.090806,0
2,Kmeans,0.100783,0
2,Kmeans,0.07274,0
2,Kmeans,0.182744,0
2,Kmeans,0.124148,0
2,Kmeans,0.22185,0
2,Kmeans,0.010788,1
2,Kmeans,0.121114,0
2,Kmeans,0.0847,0
2,Kmeans,0.265789,0
2,Kmeans,0.060087,1
2,Kmeans,0.173043,0
2,Kmeans,0.161695,0
2,Kmeans,0.046352,1
2,Kmeans,0.048248,1
2,Kmeans,0.096956,0
2,Kmeans,0.06667,1
2,Kmeans,0.010162,1
2,Kmeans,0.01215,1
2,Kmeans,0.202927,0
2,Kmeans,0.04389,0
2,Kmeans,0.034172,0
2,Kmeans,0.188259,0
2,Kmeans,0.234269,0
2,Kmeans,0.096118,0
2,Kmeans,0.048032,1
2,Kmeans,0.192211,0
2,Kmeans,0.18295,0
2,Kmeans,0.07919,0
2,Kmeans,0.095744,0
2,Kmeans,-0.032086,1
2,Kmeans,0.10727,0
2,Kmeans,0.072563,0
2,Kmeans,0.172038,1
2,Kmeans,0.126406,0
2,Kmeans,0.176501,0
2,Kmeans,0.183162,0
2,Kmeans,0.212322,0
2,Kmeans,0.152316,0
2,Kmeans,0.157683,0
2,Kmeans,0.198355,0
2,Kmeans,0.171532,0
2,Kmeans,0.033512,0
2,Kmeans,0.086218,1
2,Kmeans,0.15863,0
2,Kmeans,0.211493,0
2,Kmeans,0.102048,0
2,Kmeans,0.099165,1
2,Kmeans,0.08754,0
2,Kmeans,0.18263,1
2,Kmeans,0.141677,0
2,Kmeans,0.148195,1
2,Kmeans,0.112454,0
2,Kmeans,0.033503,0
2,Kmeans,0.051247,0
2,Kmeans,0.102731,1
2,Kmeans,0.099839,1
2,Kmeans,0.078456,0
2,Kmeans,-0.02526,1
2,Kmeans,0.123993,1
2,Kmeans,0.187536,0
2,Kmeans,0.201589,1
2,Kmeans,0.058683,0
2,Kmeans,0.110044,1
2,Kmeans,0.165148,0
2,Kmeans,0.171568,0
2,Kmeans,0.198585,0
2,Kmeans,0.033815,1
2,Kmeans,0.125164,1
2,Kmeans,0.093677,0
2,Kmeans,0.079375,0
2,Kmeans,0.148879,0
2,Kmeans,0.230658,0
2,Kmeans,0.140611,1
2,Kmeans,0.127126,0
2,Kmeans,0.078258,0
2,Kmeans,0.060113,1
2,Kmeans,0.172038,1
2,Kmeans,0.110747,0
2,Kmeans,0.193232,0
2,Kmeans,0.108604,0
2,Kmeans,0.0367,1
2,Kmeans,0.220623,0
2,Kmeans,0.144274,0
2,Kmeans,0.044124,1
2,Kmeans,0.026665,0
2,Kmeans,0.20653,0
2,Kmeans,0.03391,1
2,Kmeans,0.142411,0
2,Kmeans,0.138971,0
2,Kmeans,0.045154,1
2,Kmeans,0.068267,0
2,Kmeans,-0.046674,1
2,Kmeans,0.036895,0
2,Kmeans,0.058354,0
2,Kmeans,0.185414,0
2,Kmeans,0.016169,0
2,Kmeans,0.173505,1
2,Kmeans,0.037269,0
2,Kmeans,0.097038,1
2,Kmeans,0.008615,1
2,Kmeans,0.082078,0
2,Kmeans,0.056835,1
2,Kmeans,0.074593,1
2,Kmeans,0.129072,1
2,Kmeans,0.052773,1
2,Kmeans,0.165228,1
2,Kmeans,-0.029715,1
2,Kmeans,0.138576,0
2,Kmeans,0.090523,1
2,Kmeans,0.252628,0
2,Kmeans,0.059484,1
2,Kmeans,0.108177,0
2,Kmeans,0.114149,0
2,Kmeans,0.04286,1
2,Kmeans,0.210688,0
2,Kmeans,0.20211,0
2,Kmeans,-0.01595,1
2,Kmeans,0.160743,0
2,Kmeans,0.181462,0
2,Kmeans,0.168682,0
2,Kmeans,0.091075,0
2,Kmeans,0.045516,0
2,Kmeans,0.100403,1
2,Kmeans,0.039971,0
2,Kmeans,0.128653,0
2,Kmeans,0.095435,0
2,Kmeans,0.128407,0
2,Kmeans,0.127916,1
2,Kmeans,0.04313,1
2,Kmeans,0.032032,0
2,Kmeans,0.000618,1
2,Kmeans,0.162996,0
2,Kmeans,0.053858,1
2,Kmeans,0.112023,0
2,Kmeans,0.104765,1
2,Kmeans,0.108485,0
2,Kmeans,0.115017,0
2,Kmeans,0.004851,1
2,Kmeans,0.159073,0
2,Kmeans,-0.029715,1
2,Kmeans,0.084127,1
2,Kmeans,0.05764,1
2,Kmeans,0.137086,0
2,Kmeans,0.00728,1
2,Kmeans,0.130545,1
2,Kmeans,0.096223,1
2,Kmeans,0.061046,1
2,Kmeans,-0.017477,1
2,Kmeans,0.101948,1
2,Kmeans,0.098179,0
2,Kmeans,0.0037,1
2,Kmeans,0.184468,0
2,Kmeans,0.008981,1
2,Kmeans,0.163432,0
2,Kmeans,0.124948,1
2,Kmeans,0.129644,0
2,Kmeans,0.143301,1
2,Kmeans,0.138248,1
2,Kmeans,0.043471,0
2,Kmeans,0.163789,0
2,Kmeans,0.016481,1
2,Kmeans,0.163044,0
2,Kmeans,0.100068,0
2,Kmeans,0.11012,1
2,Kmeans,0.076351,0
2,Kmeans,0.129721,1
2,Kmeans,0.028171,1
2,Kmeans,0.099175,1
2,Kmeans,0.078643,1
2,Kmeans,0.127245,0
2,Kmeans,0.097443,1
2,Kmeans,0.140567,0
2,Kmeans,0.174867,0
2,Kmeans,0.135797,0
2,Kmeans,0.214189,0
2,Kmeans,0.223186,0
2,Kmeans,0.078446,0
2,Kmeans,0.117146,0
2,Kmeans,0.100245,0
2,Kmeans,0.141948,1
2,Kmeans,0.152018,0
2,Kmeans,0.148297,0
2,Kmeans,0.135284,0
2,Kmeans,0.096054,1
2,Kmeans,0.136379,0
2,Kmeans,0.006242,1
2,Kmeans,0.0037,1
2,Kmeans,0.124505,1
2,Kmeans,0.036871,1
2,Kmeans,0.135706,0
2,Kmeans,0.198202,0
2,Kmeans,0.184651,0
2,Kmeans,0.065414,1
2,Kmeans,-0.001011,1
2,Kmeans,-0.002328,1
2,Kmeans,-0.000369,1
2,Kmeans,0.097936,0
2,Kmeans,0.180639,1
2,Kmeans,0.111189,1
2,Kmeans,0.103241,0
2,Kmeans,0.187694,1
2,Kmeans,0.214655,0
2,Kmeans,0.119359,1
2,Kmeans,0.004681,1
2,Kmeans,0.077593,1
2,Kmeans,0.118392,0
2,Kmeans,0.229872,0
2,Kmeans,0.208536,0
2,GMM,0.279685,1
2,GMM,0.2841,1
2,GMM,0.274284,1
2,GMM,0.367598,1
2,GMM,0.35254,1
2,GMM,0.357287,1
2,GMM,0.322512,1
2,GMM,0.332721,1
2,GMM,0.395408,1
2,GMM,0.388549,1
2,GMM,0.349785,1
2,GMM,0.278101,1
2,GMM,0.429827,1
2,GMM,0.296162,1
2,GMM,0.358749,1
2,GMM,0.239764,1
2,GMM,0.286451,1
2,GMM,0.340683,1
2,GMM,0.31879,1
2,GMM,0.267376,1
2,GMM,0.293658,1
2,GMM,0.307512,1
2,GMM,0.382053,1
2,GMM,0.263888,1
2,GMM,0.365798,1
2,GMM,0.367213,1
2,GMM,0.390972,1
2,GMM,0.31205,1
2,GMM,0.380419,1
2,GMM,0.303492,1
2,GMM,0.401165,1
2,GMM,0.342635,1
2,GMM,0.199617,1
2,GMM,0.083925,0
2,GMM,0.267093,1
2,GMM,0.378907,1
2,GMM,0.291802,1
2,GMM,0.297405,1
2,GMM,0.305824,1
2,GMM,0.373917,1
2,GMM,0.359837,1
2,GMM,0.298185,1
2,GMM,0.384911,1
2,GMM,-0.131717,0
2,GMM,0.381159,1
2,GMM,0.310469,1
2,GMM,0.301675,1
2,GMM,0.349228,1
2,GMM,-0.03329,0
2,GMM,-0.156156,0
2,GMM,0.278119,1
2,GMM,0.244,1
2,GMM,0.385318,1
2,GMM,0.359922,1
2,GMM,0.384616,1
2,GMM,0.29642,1
2,GMM,0.260343,1
2,GMM,0.347532,1
2,GMM,0.200448,1
2,GMM,-0.316461,0
2,GMM,0.412444,1
2,GMM,-0.125157,0
2,GMM,0.345755,1
2,GMM,0.375427,1
2,GMM,0.301546,1
2,GMM,0.35985,1
2,GMM,0.199476,1
2,GMM,0.311077,1
2,GMM,-0.155773,0
2,GMM,0.303229,1
2,GMM,0.360514,1
2,GMM,0.313823,1
2,GMM,0.35943,1
2,GMM,0.386621,1
2,GMM,0.285007,1
2,GMM,0.373212,1
2,GMM,0.203808,1
2,GMM,0.335319,1
2,GMM,0.365111,1
2,GMM,0.288242,1
2,GMM,0.256969,1
2,GMM,0.268094,1
2,GMM,0.044768,0
2,GMM,0.310469,1
2,GMM,0.28074,1
2,GMM,0.355221,1
2,GMM,0.265902,1
2,GMM,0.260283,1
2,GMM,0.372693,1
2,GMM,-0.080028,0
2,GMM,0.294031,1
2,GMM,0.249096,1
2,GMM,0.396409,1
2,GMM,0.249314,1
2,GMM,0.321881,1
2,GMM,0.319864,1
2,GMM,0.356043,1
2,GMM,0.200232,1
2,GMM,0.034924,0
2,GMM,-0.209559,0
2,GMM,0.36703,1
2,GMM,0.32574,1
2,GMM,0.340797,1
2,GMM,0.335345,1
2,GMM,0.301301,1
2,GMM,-0.129801,0
2,GMM,0.425007,1
2,GMM,0.286558,1
2,GMM,0.36703,1
2,GMM,0.307902,1
2,GMM,0.426633,1
2,GMM,0.391059,1
2,GMM,0.345182,1
2,GMM,0.277297,1
2,GMM,0.341127,1
2,GMM,0.381889,1
2,GMM,0.291335,1
2,GMM,0.240706,1
2,GMM,0.395857,1
2,GMM,0.312792,1
2,GMM,-0.027137,0
2,GMM,0.300688,1
2,GMM,-0.172786,0
2,GMM,0.31708,1
2,GMM,0.292987,1
2,GMM,0.329575,1
2,GMM,-0.177258,0
2,GMM,0.380205,1
2,GMM,0.349353,1
2,GMM,-0.268323,0
2,GMM,-0.251256,0
2,GMM,0.211153,1
2,GMM,0.307512,1
2,GMM,0.317125,1
2,GMM,0.402448,1
2,GMM,-0.031965,0
2,GMM,-0.221333,0
2,GMM,-0.27131,0
2,GMM,0.284416,1
2,GMM,-0.183247,0
2,GMM,-0.125157,0
2,GMM,0.39258,1
2,GMM,-0.06494,0
2,GMM,0.354765,1
2,GMM,0.353607,1
2,GMM,0.338601,1
2,GMM,-0.079715,0
2,GMM,0.317611,1
2,GMM,0.223338,1
2,GMM,0.323438,1
2,GMM,0.30624,1
2,GMM,0.31297,1
2,GMM,-0.027137,0
2,GMM,0.262984,1
2,GMM,-0.053904,0
2,GMM,-0.139938,0
2,GMM,-0.272375,0
2,GMM,-0.067717,0
2,GMM,-0.16724,0
2,GMM,0.347535,1
2,GMM,0.290437,1
2,GMM,0.307287,1
2,GMM,0.212203,1
2,GMM,0.29539,1
2,GMM,0.285738,1
2,GMM,0.354388,1
2,GMM,0.30646,1
2,GMM,-0.106671,0
