k,type,score,label
2,Kmeans,0.36754,1
2,Kmeans,0.36521,1
2,Kmeans,0.039273,0
2,Kmeans,-0.060902,0
2,Kmeans,0.277851,0
2,Kmeans,0.387375,1
2,Kmeans,0.242865,1
2,Kmeans,0.227144,1
2,Kmeans,0.386922,1
2,Kmeans,0.331716,1
2,Kmeans,0.142776,0
2,Kmeans,0.147057,0
2,Kmeans,-0.080172,0
2,Kmeans,0.343733,1
2,Kmeans,0.302557,1
2,Kmeans,0.238809,1
2,Kmeans,0.36227,1
2,Kmeans,0.154148,0
2,Kmeans,0.250593,1
2,Kmeans,0.104353,0
2,Kmeans,0.274241,1
2,Kmeans,-0.067303,0
2,Kmeans,0.331585,1
2,Kmeans,0.018931,0
2,Kmeans,0.325334,1
2,Kmeans,0.335851,1
2,Kmeans,0.20365,0
2,Kmeans,-0.102951,0
2,Kmeans,0.373674,1
2,Kmeans,0.258845,0
2,Kmeans,0.311091,1
2,Kmeans,0.35669,1
2,Kmeans,0.403082,1
2,Kmeans,-0.056827,0
2,Kmeans,0.058835,0
2,Kmeans,0.221227,1
2,Kmeans,0.376321,1
2,Kmeans,0.302029,1
2,Kmeans,0.189422,1
2,Kmeans,0.113757,1
2,Kmeans,0.318386,1
2,Kmeans,0.357725,1
2,Kmeans,0.267056,0
2,Kmeans,0.353589,1
2,Kmeans,0.030037,0
2,Kmeans,0.194586,1
2,Kmeans,0.102541,0
2,Kmeans,0.101577,1
2,Kmeans,0.099967,0
2,Kmeans,0.199459,0
2,Kmeans,0.351297,1
2,Kmeans,0.195136,0
2,Kmeans,0.237651,0
2,Kmeans,0.077838,0
2,Kmeans,-0.019268,0
2,Kmeans,0.054122,0
2,Kmeans,0.431007,1
2,Kmeans,0.230915,0
2,Kmeans,0.39042,1
2,Kmeans,0.212859,0
2,Kmeans,0.162942,1
2,Kmeans,0.221124,0
2,Kmeans,0.099197,1
2,Kmeans,0.375413,1
2,Kmeans,0.227144,1
2,Kmeans,0.412134,1
2,Kmeans,0.307986,1
2,Kmeans,0.278676,0
2,Kmeans,0.211477,1
2,Kmeans,0.170384,1
2,Kmeans,0.148286,1
2,Kmeans,0.251981,0
2,Kmeans,0.255152,1
2,Kmeans,0.350491,1
2,Kmeans,-0.043981,0
2,Kmeans,0.246443,1
2,Kmeans,0.30898,1
2,Kmeans,0.105416,1
2,Kmeans,0.082817,0
2,Kmeans,0.089844,1
2,Kmeans,0.387375,1
2,Kmeans,0.389922,1
2,Kmeans,0.144718,1
2,Kmeans,0.386731,1
2,Kmeans,0.290947,1
2,Kmeans,-0.031116,0
2,Kmeans,0.296278,1
2,Kmeans,0.203754,0
2,Kmeans,0.180485,0
2,Kmeans,0.228111,0
2,Kmeans,0.050134,0
2,Kmeans,-0.002904,0
2,Kmeans,0.223995,1
2,Kmeans,0.23012,1
2,Kmeans,0.014576,0
2,Kmeans,0.376609,1
2,Kmeans,0.104421,0
2,Kmeans,-0.034392,0
2,Kmeans,0.233319,1
2,Kmeans,0.272975,1
2,Kmeans,0.331079,1
2,Kmeans,0.255279,0
2,Kmeans,0.145791,1
2,Kmeans,0.374811,1
2,Kmeans,0.104332,1
2,Kmeans,0.377796,1
2,Kmeans,0.377841,1
2,Kmeans,0.249573,1
2,Kmeans,0.302314,1
2,Kmeans,0.305874,1
2,Kmeans,0.248825,1
2,Kmeans,0.118485,0
2,Kmeans,-0.102384,0
2,Kmeans,0.092631,1
2,Kmeans,0.068446,0
2,Kmeans,-0.069951,0
2,Kmeans,0.347391,1
2,Kmeans,0.278135,1
2,Kmeans,0.349378,1
2,Kmeans,0.104332,1
2,Kmeans,-0.083298,0
2,Kmeans,0.287504,1
2,Kmeans,0.275909,1
2,Kmeans,0.244455,0
2,Kmeans,0.096076,0
2,Kmeans,0.352033,1
2,Kmeans,0.139856,0
2,Kmeans,-0.043981,0
2,Kmeans,0.247153,1
2,Kmeans,0.298264,1
2,Kmeans,0.299169,1
2,Kmeans,0.06335,0
2,Kmeans,0.023972,0
2,Kmeans,0.356834,1
2,Kmeans,-0.047162,0
2,Kmeans,0.009271,0
2,Kmeans,0.299374,1
2,Kmeans,0.353119,1
2,Kmeans,0.167437,1
2,Kmeans,0.140565,1
2,Kmeans,0.007969,0
2,Kmeans,0.197027,0
2,Kmeans,0.387375,1
2,Kmeans,0.25855,1
2,Kmeans,0.318774,1
2,Kmeans,0.047534,0
2,Kmeans,0.39558,1
2,Kmeans,0.124334,1
2,Kmeans,0.30403,1
2,Kmeans,0.236405,1
2,Kmeans,0.104291,0
2,Kmeans,0.058702,0
2,Kmeans,0.188009,1
2,Kmeans,0.052391,0
2,Kmeans,-0.057922,0
2,Kmeans,0.20461,1
2,Kmeans,0.311655,1
2,Kmeans,0.231832,1
2,Kmeans,0.19049,1
2,Kmeans,0.314716,1
2,Kmeans,0.284403,1
2,Kmeans,0.246246,1
2,Kmeans,0.025594,0
2,Kmeans,0.131418,1
2,Kmeans,0.000823,0
2,Kmeans,0.17168,1
2,Kmeans,0.284762,1
2,Kmeans,0.149264,0
2,Kmeans,0.393033,1
2,Kmeans,0.408824,1
2,Kmeans,0.206008,1
2,Kmeans,0.064728,0
2,Kmeans,0.394403,1
2,Kmeans,0.096216,0
2,Kmeans,0.010843,0
2,Kmeans,0.284495,0
2,Kmeans,-0.048483,0
2,Kmeans,0.416096,1
2,Kmeans,-0.006066,0
2,Kmeans,0.244346,1
2,Kmeans,0.159722,0
2,Kmeans,0.370522,1
2,Kmeans,0.217608,0
2,Kmeans,0.312489,1
2,Kmeans,0.197083,1
2,Kmeans,0.40821,1
2,Kmeans,0.317707,1
2,Kmeans,-0.059883,0
2,Kmeans,0.036414,0
2,Kmeans,0.33774,1
2,Kmeans,0.002555,0
2,Kmeans,0.32535,1
2,Kmeans,0.172051,0
2,Kmeans,0.100369,1
2,Kmeans,0.265246,0
2,Kmeans,0.218107,1
2,Kmeans,0.08459,0
2,Kmeans,0.186748,1
2,Kmeans,0.211468,0
2,Kmeans,0.215094,1
2,Kmeans,0.352169,1
2,Kmeans,0.238981,1
2,Kmeans,0.1312,0
2,Kmeans,0.251336,1
2,Kmeans,0.227765,1
2,Kmeans,0.229103,1
2,Kmeans,-0.072544,0
2,Kmeans,0.133687,1
2,Kmeans,0.042821,0
2,Kmeans,0.117906,1
2,Kmeans,0.145853,0
2,Kmeans,0.265622,1
2,Kmeans,0.096631,0
2,Kmeans,0.386731,1
2,Kmeans,0.209006,1
2,Kmeans,0.208515,1
2,Kmeans,0.364344,1
2,Kmeans,0.08074,0
2,Kmeans,0.336342,1
2,Kmeans,-0.072646,0
2,Kmeans,0.2648,0
2,Kmeans,-0.065543,0
2,Kmeans,0.201926,1
2,Kmeans,0.085092,0
2,Kmeans,0.278742,1
2,Kmeans,0.106426,0
2,Kmeans,0.352887,1
2,Kmeans,0.268445,1
2,Kmeans,0.169959,1
2,Kmeans,0.258235,1
2,Kmeans,-0.002973,0
2,Kmeans,0.358269,1
2,Kmeans,0.170531,1
2,Kmeans,0.361311,1
2,Kmeans,-0.007014,0
2,Kmeans,0.224248,1
2,Kmeans,0.284985,1
2,Kmeans,0.025594,0
2,Kmeans,0.163297,1
2,Kmeans,0.15134,0
2,Kmeans,-0.077619,0
2,Kmeans,0.284364,1
2,Kmeans,0.122328,1
2,Kmeans,0.013237,0
2,Kmeans,0.338864,1
2,Kmeans,0.012542,0
2,Kmeans,0.218443,0
2,Kmeans,0.374811,1
2,Kmeans,0.246523,1
2,Kmeans,0.186297,1
2,Kmeans,0.227173,1
2,Kmeans,-0.003616,0
2,Kmeans,0.212727,0
2,Kmeans,0.301939,0
2,Kmeans,0.368873,1
2,Kmeans,0.070137,0
2,Kmeans,0.065443,0
2,Kmeans,0.335881,1
2,Kmeans,0.168227,1
2,Kmeans,0.360865,1
2,Kmeans,0.176106,0
2,Kmeans,0.353589,1
2,Kmeans,0.376321,1
2,Kmeans,-0.02821,0
2,Kmeans,0.170159,0
2,Kmeans,0.178672,1
2,Kmeans,0.003375,0
2,Kmeans,0.236333,0
2,Kmeans,0.130718,1
2,Kmeans,0.207349,0
2,Kmeans,0.348176,1
2,Kmeans,0.273226,1
2,Kmeans,0.11652,1
2,Kmeans,0.305174,1
2,Kmeans,0.319698,1
2,Kmeans,0.148368,1
2,Kmeans,0.184724,1
2,Kmeans,0.29154,1
2,Kmeans,0.215181,0
2,Kmeans,0.321176,1
2,Kmeans,0.205903,0
2,Kmeans,0.353505,1
2,Kmeans,-0.031443,0
2,Kmeans,0.274241,1
2,Kmeans,0.234554,0
2,Kmeans,0.36406,1
2,Kmeans,0.309989,0
2,Kmeans,0.292983,1
2,Kmeans,0.345182,1
2,Kmeans,0.048327,0
2,Kmeans,0.132484,1
2,Kmeans,0.30428,1
2,Kmeans,0.404191,1
2,Kmeans,0.394181,1
2,Kmeans,0.262923,1
2,Kmeans,0.188292,1
2,Kmeans,0.323137,1
2,Kmeans,0.388667,1
2,Kmeans,0.36331,1
2,Kmeans,0.081403,0
2,Kmeans,0.27905,0
2,Kmeans,0.397918,1
2,Kmeans,0.001929,0
2,Kmeans,0.215202,1
2,Kmeans,0.37521,1
2,Kmeans,-0.076676,0
2,Kmeans,0.019308,0
2,Kmeans,0.195229,1
2,Kmeans,0.376609,1
2,Kmeans,-0.078889,0
2,Kmeans,0.355339,1
2,Kmeans,0.320587,1
2,Kmeans,0.297896,1
2,Kmeans,0.229549,0
2,Kmeans,0.394403,1
2,Kmeans,0.217474,0
2,Kmeans,0.34026,1
2,Kmeans,0.220792,0
2,Kmeans,0.338302,1
2,Kmeans,0.321001,1
2,Kmeans,0.210821,1
2,Kmeans,0.120288,1
2,Kmeans,0.300149,1
2,Kmeans,0.261867,1
2,Kmeans,0.297061,1
2,Kmeans,0.175146,1
2,Kmeans,0.365228,1
2,Kmeans,-0.002954,0
2,Kmeans,0.379339,1
2,Kmeans,0.104044,1
2,Kmeans,0.186786,1
2,Kmeans,0.391033,1
2,Kmeans,0.359996,1
2,Kmeans,0.022588,0
2,Kmeans,0.166662,0
2,Kmeans,0.047147,1
2,Kmeans,0.172508,0
2,Kmeans,0.280567,1
2,Kmeans,0.153364,1
2,Kmeans,0.117664,1
2,Kmeans,0.37259,1
2,Kmeans,0.347335,1
2,Kmeans,0.198097,0
2,Kmeans,0.082308,1
2,Kmeans,-0.068362,0
2,Kmeans,0.015667,0
2,Kmeans,0.031819,0
2,Kmeans,0.381211,1
2,Kmeans,0.081753,1
2,Kmeans,0.363115,1
2,Kmeans,0.104149,0
2,Kmeans,0.363302,1
2,Kmeans,0.169638,1
2,Kmeans,0.279097,0
2,Kmeans,0.163082,1
2,Kmeans,-0.033642,0
2,Kmeans,0.293432,1
2,Kmeans,0.055212,0
2,Kmeans,0.176159,1
2,Kmeans,-0.071566,0
2,Kmeans,0.386196,1
2,Kmeans,0.322541,1
2,Kmeans,0.326443,1
2,Kmeans,0.280952,1
2,Kmeans,0.340451,1
2,Kmeans,0.117393,1
2,Kmeans,0.187073,1
2,Kmeans,0.290786,1
2,Kmeans,0.254389,1
2,Kmeans,0.405827,1
2,Kmeans,0.405827,1
2,Kmeans,0.189089,1
2,Kmeans,0.013572,0
2,Kmeans,-0.060053,0
2,Kmeans,0.237944,0
2,Kmeans,0.343901,1
2,Kmeans,0.254389,1
2,Kmeans,0.042455,1
2,Kmeans,0.304598,1
2,Kmeans,0.189089,1
2,Kmeans,0.337715,1
2,Kmeans,0.19921,1
2,Kmeans,0.412422,1
2,Kmeans,0.262592,1
2,Kmeans,0.039346,0
2,Kmeans,0.035631,0
2,Kmeans,-0.026298,0
2,Kmeans,0.274635,1
2,Kmeans,0.205903,0
2,Kmeans,0.193489,1
2,Kmeans,0.386731,1
2,Kmeans,0.210552,0
2,Kmeans,0.401046,1
2,Kmeans,0.37942,1
2,Kmeans,0.266727,1
2,Kmeans,0.341995,1
2,Kmeans,0.203754,0
2,Kmeans,0.239349,1
2,Kmeans,0.394663,1
2,Kmeans,0.292033,1
2,Kmeans,0.287112,1
2,Kmeans,0.335891,1
2,Kmeans,0.269065,1
2,Kmeans,0.303791,1
2,Kmeans,0.352256,1
2,Kmeans,0.002555,0
2,Kmeans,0.225617,1
2,Kmeans,0.080276,0
2,Kmeans,0.141506,1
2,Kmeans,0.400253,1
2,Kmeans,0.228476,1
2,Kmeans,0.099202,0
2,Kmeans,0.302866,1
2,Kmeans,-0.038253,0
2,Kmeans,0.044646,0
2,Kmeans,0.361033,1
2,Kmeans,0.152281,0
2,Kmeans,0.287771,1
2,Kmeans,0.134037,1
2,Kmeans,0.389634,1
2,Kmeans,0.059525,1
2,Kmeans,0.214664,0
2,Kmeans,0.321423,1
2,Kmeans,0.246773,0
2,Kmeans,0.379339,1
2,Kmeans,0.192996,1
2,Kmeans,0.14472,0
2,Kmeans,-0.002904,0
2,Kmeans,0.014576,0
2,Kmeans,0.372193,1
2,Kmeans,0.128825,1
2,Kmeans,0.268306,1
2,Kmeans,0.271101,1
2,Kmeans,0.082131,0
2,Kmeans,0.016689,0
2,Kmeans,0.231716,1
2,Kmeans,0.192952,1
2,Kmeans,0.31291,1
2,Kmeans,0.147987,1
2,Kmeans,0.287502,1
2,Kmeans,0.162942,1
2,Kmeans,0.248415,0
2,Kmeans,0.380082,1
2,Kmeans,0.321053,1
2,Kmeans,-0.077619,0
2,Kmeans,0.248714,1
2,Kmeans,0.24912,1
2,Kmeans,0.393235,1
2,Kmeans,0.093294,0
2,Kmeans,-0.048483,0
2,Kmeans,0.279379,1
2,Kmeans,0.290345,1
2,Kmeans,-0.064427,0
2,Kmeans,0.378826,1
2,Kmeans,0.019405,0
2,Kmeans,0.199154,1
2,Kmeans,-0.013554,0
2,Kmeans,0.328386,1
2,Kmeans,0.307338,1
2,Kmeans,-0.072142,0
2,Kmeans,0.368496,1
2,Kmeans,0.122338,1
2,Kmeans,0.393592,1
2,Kmeans,0.275325,1
2,Kmeans,0.34026,1
2,Kmeans,0.263305,1
2,Kmeans,0.011936,0
2,Kmeans,0.316249,1
2,Kmeans,0.320437,1
2,Kmeans,0.047976,0
2,Kmeans,0.10542,0
2,Kmeans,-0.013427,0
2,Kmeans,0.222555,0
2,Kmeans,0.076033,1
2,Kmeans,0.109111,0
2,Kmeans,0.280179,1
2,Kmeans,0.231869,1
2,Kmeans,-0.053004,0
2,Kmeans,0.088118,0
2,Kmeans,-0.058427,0
2,Kmeans,0.183487,0
2,Kmeans,0.296341,1
2,Kmeans,0.031819,0
2,Kmeans,-0.044542,0
2,Kmeans,0.251336,1
2,Kmeans,0.176528,1
2,Kmeans,0.393495,1
2,Kmeans,0.002913,0
2,Kmeans,0.23757,1
2,Kmeans,0.352406,1
2,Kmeans,0.137539,1
2,Kmeans,0.053674,0
2,Kmeans,0.23415,0
2,Kmeans,-0.038883,0
2,Kmeans,0.155511,0
2,Kmeans,0.092689,0
2,Kmeans,-0.072142,0
2,Kmeans,0.212426,0
2,Kmeans,0.208841,1
2,Kmeans,0.275579,0
2,Kmeans,0.091486,1
2,Kmeans,0.313538,1
2,Kmeans,-0.006066,0
2,Kmeans,0.057752,0
2,Kmeans,0.21465,1
2,Kmeans,0.355018,1
2,Kmeans,0.019405,0
2,Kmeans,0.347006,1
2,Kmeans,0.287554,1
2,Kmeans,0.302665,1
2,Kmeans,0.175491,1
2,Kmeans,0.421101,1
2,Kmeans,0.161154,0
2,Kmeans,-0.049382,0
2,Kmeans,0.302965,1
2,Kmeans,0.200794,0
2,Kmeans,0.394534,1
2,Kmeans,-0.045208,0
2,Kmeans,0.166382,0
2,Kmeans,0.2209,0
2,Kmeans,0.020148,0
2,Kmeans,0.218626,1
2,Kmeans,0.166106,0
2,Kmeans,-0.075717,0
2,Kmeans,0.366128,1
2,Kmeans,0.322828,1
2,Kmeans,0.250307,0
2,Kmeans,0.357472,1
2,Kmeans,0.267056,0
2,Kmeans,0.085101,1
2,Kmeans,0.361825,1
2,Kmeans,0.131551,1
2,Kmeans,0.324379,1
2,Kmeans,0.028166,0
2,Kmeans,0.08074,0
2,Kmeans,0.147057,0
2,Kmeans,0.258557,1
2,Kmeans,0.059437,0
2,Kmeans,0.11052,0
2,Kmeans,0.019552,0
2,Kmeans,0.090617,1
2,Kmeans,0.376792,1
2,Kmeans,0.230447,1
2,Kmeans,0.163436,0
2,Kmeans,0.166789,0
2,Kmeans,-0.019508,0
2,Kmeans,0.37687,1
2,Kmeans,0.314881,1
2,Kmeans,0.231832,1
2,Kmeans,0.181403,0
2,Kmeans,0.375958,1
2,Kmeans,0.290129,1
2,Kmeans,0.217615,1
2,Kmeans,0.292509,1
2,Kmeans,0.24619,1
2,Kmeans,0.202678,1
2,Kmeans,-0.013189,0
2,Kmeans,0.187047,1
2,Kmeans,0.209073,0
2,Kmeans,0.022588,0
2,Kmeans,0.195879,1
2,Kmeans,0.137135,0
2,Kmeans,0.247704,1
2,Kmeans,0.233656,1
2,Kmeans,0.1407,0
2,Kmeans,0.249491,0
2,Kmeans,0.24715,0
2,Kmeans,0.108793,0
2,Kmeans,0.062198,0
2,Kmeans,0.28103,1
2,Kmeans,0.061367,0
2,Kmeans,-0.054882,0
2,Kmeans,0.265851,0
2,Kmeans,0.287482,1
2,Kmeans,0.257416,1
2,Kmeans,0.140565,1
2,Kmeans,0.233217,0
2,Kmeans,0.332662,1
2,Kmeans,0.385825,1
2,Kmeans,-0.02022,0
2,Kmeans,0.218034,0
2,Kmeans,0.377253,1
2,Kmeans,0.317896,1
2,Kmeans,0.358725,1
2,Kmeans,0.113384,0
2,Kmeans,-0.097902,0
2,Kmeans,0.365991,1
2,Kmeans,0.363396,1
2,Kmeans,0.145636,0
2,Kmeans,0.058702,0
2,Kmeans,0.326917,1
2,Kmeans,0.208577,0
2,Kmeans,0.265567,0
2,Kmeans,0.273384,0
2,Kmeans,0.172051,0
2,Kmeans,0.288312,1
2,Kmeans,0.010337,0
2,Kmeans,0.140681,0
2,Kmeans,0.389922,1
2,Kmeans,0.012038,0
2,Kmeans,0.250593,1
2,Kmeans,0.226431,1
2,Kmeans,-0.059275,0
2,Kmeans,0.062337,0
2,Kmeans,0.073063,0
2,Kmeans,0.007155,0
2,Kmeans,0.293937,1
2,Kmeans,-0.045208,0
2,Kmeans,0.061818,0
2,Kmeans,0.207125,1
2,Kmeans,0.352401,1
2,Kmeans,0.251197,0
2,Kmeans,0.114019,0
2,Kmeans,0.271101,1
2,Kmeans,0.21661,1
2,Kmeans,0.371987,1
2,Kmeans,0.23141,1
2,Kmeans,0.242546,1
2,Kmeans,0.147391,1
2,Kmeans,0.262923,1
2,Kmeans,0.267753,0
2,Kmeans,0.129229,1
2,Kmeans,0.383246,1
2,Kmeans,0.344815,1
2,Kmeans,0.243723,1
2,Kmeans,0.294925,1
2,Kmeans,-0.059275,0
2,Kmeans,-0.067192,0
2,Kmeans,0.203458,0
2,GMM,0.033451,0
2,GMM,0.152212,1
2,GMM,0.411112,1
2,GMM,0.256628,1
2,GMM,0.395572,1
2,GMM,0.374072,1
2,GMM,0.277815,1
2,GMM,0.323979,1
2,GMM,0.214295,1
2,GMM,0.34317,1
2,GMM,0.320117,1
2,GMM,-0.120835,0
2,GMM,0.404111,1
2,GMM,0.323186,1
2,GMM,0.275514,1
2,GMM,0.338039,1
2,GMM,0.189604,1
2,GMM,0.298764,1
2,GMM,0.353568,1
2,GMM,0.235191,1
2,GMM,-0.128379,0
2,GMM,0.331463,1
2,GMM,0.294954,1
2,GMM,-0.120835,0
2,GMM,-0.125733,0
2,GMM,-0.215061,0
2,GMM,-0.005691,0
2,GMM,0.262239,1
2,GMM,0.42124,1
2,GMM,0.395903,1
2,GMM,0.268099,1
2,GMM,0.394131,1
2,GMM,0.368129,1
2,GMM,0.339224,1
2,GMM,0.362403,1
2,GMM,0.243253,1
2,GMM,0.266814,1
2,GMM,0.307153,1
2,GMM,-0.218574,0
2,GMM,-0.173286,0
2,GMM,-0.07865,0
2,GMM,-0.201029,0
2,GMM,0.287483,1
2,GMM,0.205611,1
2,GMM,0.035555,0
2,GMM,0.31555,1
2,GMM,0.246542,1
2,GMM,0.362114,1
2,GMM,0.220876,1
2,GMM,0.342216,1
2,GMM,-0.271191,0
2,GMM,0.387768,1
2,GMM,0.319632,1
2,GMM,0.318053,1
2,GMM,0.41991,1
2,GMM,0.014578,0
2,GMM,0.207999,1
2,GMM,-0.188791,0
2,GMM,0.298615,1
2,GMM,0.181962,1
2,GMM,0.316584,1
2,GMM,0.256273,1
2,GMM,0.308348,1
2,GMM,-0.165486,0
2,GMM,0.188269,1
2,GMM,0.365206,1
2,GMM,0.333558,1
2,GMM,0.374861,1
2,GMM,0.301658,1
2,GMM,0.404213,1
2,GMM,0.324546,1
2,GMM,0.325221,1
2,GMM,0.155513,1
2,GMM,0.305712,1
2,GMM,0.336279,1
2,GMM,0.307135,1
2,GMM,0.132827,1
2,GMM,0.367903,1
2,GMM,0.301379,1
2,GMM,0.097814,1
2,GMM,0.302831,1
2,GMM,0.20188,1
2,GMM,-0.18152,0
2,GMM,0.249596,1
2,GMM,-0.142846,0
2,GMM,0.285579,1
2,GMM,0.309927,1
2,GMM,0.35738,1
2,GMM,0.308212,1
2,GMM,-0.127025,0
2,GMM,0.343253,1
2,GMM,0.196413,1
2,GMM,0.366533,1
2,GMM,0.351161,1
2,GMM,-0.099082,0
2,GMM,0.206343,1
2,GMM,-0.140623,0
2,GMM,0.418475,1
2,GMM,0.226615,1
2,GMM,0.260917,1
2,GMM,0.343557,1
2,GMM,0.27721,1
2,GMM,-0.298079,0
2,GMM,0.367074,1
2,GMM,0.41991,1
2,GMM,0.405815,1
2,GMM,0.361046,1
2,GMM,0.35505,1
2,GMM,-0.109944,0
2,GMM,-0.213366,0
2,GMM,0.399528,1
2,GMM,0.306566,1
2,GMM,0.250294,1
2,GMM,0.380301,1
2,GMM,0.405443,1
2,GMM,0.32869,1
2,GMM,0.305726,1
2,GMM,0.356484,1
2,GMM,-0.035935,0
2,GMM,0.148594,1
2,GMM,0.251874,1
2,GMM,-0.295187,0
2,GMM,0.308785,1
2,GMM,0.177987,1
2,GMM,0.296409,1
2,GMM,0.242874,1
2,GMM,0.377406,1
2,GMM,0.388099,1
2,GMM,-0.118824,0
2,GMM,0.309684,1
2,GMM,0.362519,1
2,GMM,0.287265,1
2,GMM,0.347593,1
2,GMM,0.307094,1
2,GMM,0.235935,1
2,GMM,0.318498,1
2,GMM,0.367768,1
2,GMM,0.232175,1
2,GMM,0.340331,1
2,GMM,-0.065573,0
2,GMM,0.412882,1
2,GMM,0.328995,1
2,GMM,0.302624,1
2,GMM,0.370262,1
2,GMM,0.370329,1
2,GMM,0.407834,1
2,GMM,0.181962,1
2,GMM,0.35933,1
2,GMM,0.370966,1
2,GMM,-0.123411,0
2,GMM,0.27107,1
2,GMM,-0.193325,0
2,GMM,0.346335,1
2,GMM,0.418695,1
2,GMM,0.424288,1
2,GMM,0.382669,1
2,GMM,0.322925,1
2,GMM,0.336911,1
2,GMM,0.184581,1
2,GMM,0.392207,1
2,GMM,-0.19717,0
2,GMM,0.336403,1
2,GMM,0.354033,1
2,GMM,0.299634,1
